ticker,date,open,high,low,close,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
ibm,11/25/2014,139.7394,140.4697,138.8029,138.9748,4062378,4062378,-0.335065,-0.241,139.2758,25-Nov-14,-0.04171436
ibm,11/26/2014,139.1208,139.2669,138.3304,139.138,3967223,3967223,0.163236,0.117,138.8118,26-Nov-14,-0.040589032
ibm,11/28/2014,139.8253,140.358,138.6998,139.327,2405512,2405512,0.189011,0.136,139.6325,28-Nov-14,-0.039285803
ibm,12/1/2014,138.8717,140.3107,138.6225,138.7857,4168384,4168384,-0.541261,-0.388,138.9519,1-Dec-14,-0.043018278
ibm,12/2/2014,139.5848,139.8081,138.8717,139.7566,3465747,3465747,0.970832,0.7,139.4405,2-Dec-14,-0.036323543
ibm,12/3/2014,139.5848,141.346,139.181,141.346,6434994,6434994,1.5894,1.137,140.5393,3-Dec-14,-0.025364008
ibm,12/4/2014,140.9078,141.3288,140.0487,140.9422,3862916,3862916,-0.403797,-0.286,140.805,4-Dec-14,-0.028148367
ibm,12/5/2014,140.5642,141.3288,139.9628,140.2721,3013500,3013500,-0.67013,-0.475,140.2971,5-Dec-14,-0.032768969
ibm,12/8/2014,140.2893,140.2893,138.7857,139.0607,2851383,2851383,-1.2114,-0.864,139.3517,8-Dec-14,-0.041122046
ibm,12/9/2014,138.1844,140.0573,138.15,140.0315,3865905,3865905,0.970832,0.698,139.2983,9-Dec-14,-0.034428
ibm,12/10/2014,140.0487,140.3236,137.4884,137.9008,4082384,4082384,-2.1307,-1.522,138.3711,10-Dec-14,-0.04912001
ibm,12/11/2014,138.1672,139.98,137.9094,138.382,3989571,3989571,0.481119,0.349,139.0759,11-Dec-14,-0.045801948
ibm,12/12/2014,137.6775,137.8922,133.4505,133.4934,8611748,8611748,-4.8885,-3.533,134.811,12-Dec-14,-0.079510758
ibm,12/15/2014,133.966,134.661,131.3112,131.5002,6500311,6500311,-1.9932,-1.493,132.2754,15-Dec-14,-0.093254652
ibm,12/16/2014,130.6153,133.0725,129.3008,130.0826,6782593,6782593,-1.4176,-1.078,131.0881,16-Dec-14,-0.103029559
ibm,12/17/2014,130.1772,131.7133,129.8249,130.5294,5139465,5139465,0.446752,0.343,130.442,17-Dec-14,-0.099948698
ibm,12/18/2014,131.947,135.4695,131.7064,135.4695,7302356,7302356,4.9401,3.785,134.0973,18-Dec-14,-0.065884775
ibm,12/19/2014,135.3062,137.8149,135.3062,136.1826,8864850,8864850,0.713089,0.526,136.2861,19-Dec-14,-0.060967672
ibm,12/22/2014,136.0279,139.1036,136.0279,138.6998,4682509,4682509,2.5173,1.848,138.2989,22-Dec-14,-0.043610592
ibm,12/23/2014,139.3786,139.9542,138.8459,139.3872,4044220,4044220,0.687315,0.496,139.4648,23-Dec-14,-0.0388707
ibm,12/24/2014,139.937,140.0315,138.8459,139.0263,1869977,1869977,-0.360843,-0.259,139.5213,24-Dec-14,-0.041359247
ibm,12/26/2014,139.4129,140.1174,139.1895,139.4731,1912310,1912310,0.446756,0.321,139.7038,26-Dec-14,-0.038278386
ibm,12/29/2014,139.181,139.4731,136.9901,137.9008,3331833,3331833,-1.5722,-1.127,137.877,29-Dec-14,-0.04912001
ibm,12/30/2014,137.4799,138.1672,137.2823,137.5056,2829904,2829904,-0.395204,-0.287,137.6462,30-Dec-14,-0.051845069
ibm,12/31/2014,137.8149,138.7514,137.7891,137.8407,4011909,4011909,0.335063,0.244,138.2409,31-Dec-14,-0.049534423
ibm,1/2/2015,138.5882,140.3064,138.3218,139.2325,5525466,5525466,1.3918,1.01,139.4822,2-Jan-15,-0.039937417
ibm,1/5/2015,138.5538,138.5538,136.7668,137.0417,4880389,4880389,-2.1908,-1.573,137.2164,5-Jan-15,-0.055043841
ibm,1/6/2015,137.1792,137.4283,133.313,134.0862,6146712,6146712,-2.9554,-2.157,134.682,6-Jan-15,-0.07542317
ibm,1/7/2015,135.0571,135.0571,132.3336,133.2099,4701839,4701839,-0.876324,-0.654,133.093,7-Jan-15,-0.081465602
ibm,1/8/2015,134.2323,136.6413,133.6395,136.1052,4241113,4241113,2.8953,2.173,135.7785,8-Jan-15,-0.061501375
ibm,1/9/2015,136.1052,137.7548,135.1,136.698,4488347,4488347,0.59281,0.436,136.3746,9-Jan-15,-0.057413787
ibm,1/12/2015,136.6035,136.8183,133.8199,134.4041,4187638,4187638,-2.2939,-1.678,134.7909,12-Jan-15,-0.073231125
ibm,1/13/2015,135.1086,137.4369,133.7512,134.722,4377510,4377510,0.317882,0.237,135.726,13-Jan-15,-0.07103908
ibm,1/14/2015,133.0467,134.4471,132.0844,133.8543,4690294,4690294,-0.867733,-0.644,133.3508,14-Jan-15,-0.077022211
ibm,1/15/2015,134.6189,134.8595,132.4453,132.7975,4251723,4251723,-1.0567,-0.789,133.1933,15-Jan-15,-0.084309261
ibm,1/16/2015,132.1532,135.4265,132.1532,135.0055,5756041,5756041,2.208,1.663,134.3037,16-Jan-15,-0.069084237
ibm,1/20/2015,134.6275,135.1688,132.3336,134.8423,8392773,8392773,-0.163237,-0.121,133.9617,20-Jan-15,-0.070209565
ibm,1/21/2015,131.4745,132.7374,129.7905,130.6669,11897123,11897123,-4.1754,-3.097,130.6758,21-Jan-15,-0.099000582
ibm,1/22/2015,130.538,133.7855,130.3833,133.502,6120113,6120113,2.8352,2.17,132.4673,22-Jan-15,-0.079451458
ibm,1/23/2015,133.1927,135.4007,133.0725,133.9144,4834847,4834847,0.412389,0.309,134.44,23-Jan-15,-0.076607798
ibm,1/26/2015,135.9678,136.9987,133.8285,134.3354,7888143,7888143,0.420978,0.314,135.5105,26-Jan-15,-0.073704839
ibm,1/27/2015,133.1154,133.2443,131.0964,132.0243,5659568,5659568,-2.3111,-1.72,132.1149,27-Jan-15,-0.089640778
ibm,1/28/2015,132.3078,132.7632,130.2029,130.2029,4495933,4495933,-1.8214,-1.38,131.3819,28-Jan-15,-0.102200044
ibm,1/29/2015,130.0569,133.6653,128.4589,133.5794,8320847,8320847,3.3764,2.593,131.3273,29-Jan-15,-0.078917755
ibm,1/30/2015,132.2305,133.3732,131.483,131.715,6563570,6563570,-1.8643,-1.396,132.1228,30-Jan-15,-0.091773522
ibm,2/2/2015,132.3078,132.8749,130.1686,132.8749,4712247,4712247,1.1598,0.881,131.4671,2-Feb-15,-0.083775558
ibm,2/3/2015,132.9522,136.2599,132.9522,136.1482,5539406,5539406,3.2733,2.463,135.1073,3-Feb-15,-0.061204873
ibm,2/4/2015,135.0657,136.3544,134.6275,134.8509,3678459,3678459,-1.2973,-0.953,135.3473,4-Feb-15,-0.070150264
ibm,2/5/2015,135.1344,136.2513,135.0142,135.6671,5253637,5253637,0.816182,0.605,135.6248,5-Feb-15,-0.064522246
ibm,2/6/2015,136.1256,136.7658,135.1653,135.5892,3256452,3256452,-0.077862,-0.057,135.8842,6-Feb-15,-0.065059397
ibm,2/9/2015,134.9663,136.264,134.4472,134.75,3057726,3057726,-0.839214,-0.619,135.1654,9-Feb-15,-0.070846009
ibm,2/10/2015,135.6065,137.1811,134.1703,137.1811,4440614,4440614,2.4311,1.804,136.0387,10-Feb-15,-0.054082623
ibm,2/11/2015,136.489,137.6397,135.9785,136.8697,3626658,3626658,-0.311461,-0.227,136.8258,11-Feb-15,-0.056229848
ibm,2/12/2015,137.3195,137.9944,136.7745,137.1465,3333063,3333063,0.276852,0.202,137.2343,12-Feb-15,-0.054321204
ibm,2/13/2015,137.3714,139.1191,137.2503,138.773,3706919,3706919,1.6265,1.186,138.6479,13-Feb-15,-0.04310585
ibm,2/17/2015,138.2107,139.6468,138.1934,139.2575,2894508,2894508,0.484494,0.349,139.1414,17-Feb-15,-0.039765033
ibm,2/18/2015,140.0362,140.5639,138.9807,140.3217,4358385,4358385,1.0642,0.764,140.1555,18-Feb-15,-0.032426957
ibm,2/19/2015,140.2005,142.3116,139.6728,141.7925,3504380,3504380,1.4708,1.048,141.347,19-Feb-15,-0.022285215
ibm,2/20/2015,141.5762,142.1818,140.2352,141.5848,3352982,3352982,-0.20764,-0.146,141.401,20-Feb-15,-0.023717388
ibm,2/23/2015,142.0866,142.2337,140.5899,140.9446,2714434,2714434,-0.640224,-0.452,141.0953,23-Feb-15,-0.028131818
ibm,2/24/2015,140.5812,142.7441,139.7334,142.6057,4701626,4701626,1.6611,1.179,141.642,24-Feb-15,-0.016677883
ibm,2/25/2015,142.7009,142.7182,140.6591,140.8581,4004559,4004559,-1.7476,-1.226,141.1902,25-Feb-15,-0.028728269
ibm,2/26/2015,141.6627,142.0087,138.228,139.1797,7110772,7110772,-1.6784,-1.192,139.5213,26-Feb-15,-0.040301494
ibm,2/27/2015,139.3354,140.4082,138.5654,140.1054,4410037,4410037,0.92573,0.665,139.9142,27-Feb-15,-0.03391843
ibm,3/2/2015,139.8804,140.0621,138.2627,138.8422,5917862,5917862,-1.2631,-0.902,138.7981,2-Mar-15,-0.042628689
ibm,3/3/2015,138.6606,139.941,138.427,139.3181,3234401,3234401,0.475845,0.343,139.2612,3-Mar-15,-0.039347172
ibm,3/4/2015,138.8941,138.9114,137.3195,137.9252,3633635,3633635,-1.3929,-1,137.9665,4-Mar-15,-0.048951763
ibm,3/5/2015,138.3058,139.7247,138.17,139.4479,3791660,3791660,1.5227,1.104,139.2696,5-Mar-15,-0.03845215
ibm,3/6/2015,138.5913,139.6728,136.7485,137.1292,4540174,4540174,-2.3186,-1.663,137.7736,6-Mar-15,-0.054440494
ibm,3/9/2015,136.8697,139.4219,136.8697,139.0931,5193874,5193874,1.9639,1.432,138.6869,9-Mar-15,-0.040898635
ibm,3/10/2015,138.0809,138.6259,136.5322,136.5322,4600968,4600968,-2.5609,-1.841,137.3286,10-Mar-15,-0.058557043
ibm,3/11/2015,137.1898,137.6829,134.91,135.6584,5709890,5709890,-0.873821,-0.64,135.878,11-Mar-15,-0.064582236
ibm,3/12/2015,135.1999,137.3195,135.1999,136.6793,4567346,4567346,1.0209,0.753,136.1448,12-Mar-15,-0.057542731
ibm,3/13/2015,136.2294,136.2813,132.7168,133.4782,6064120,6064120,-3.2011,-2.342,133.612,13-Mar-15,-0.079615568
ibm,3/16/2015,134.1444,135.9093,133.9281,135.9007,3749638,3749638,2.4225,1.815,135.2168,16-Mar-15,-0.062911482
ibm,3/17/2015,135.1393,136.0823,134.4212,135.7968,3311943,3311943,-0.103822,-0.076,135.49,17-Mar-15,-0.063627914
ibm,3/18/2015,135.7017,139.0326,134.7932,138.2626,5738827,5738827,2.4657,1.816,137.4923,18-Mar-15,-0.046625258
ibm,3/19/2015,138.1674,139.2229,137.3974,138.2626,3878559,3878559,0,0,138.5481,19-Mar-15,-0.046625258
ibm,3/20/2015,139.2489,141.0225,138.7298,140.9186,9006417,9006417,2.6561,1.921,140.3185,20-Mar-15,-0.028311098
ibm,3/23/2015,140.8235,143.0556,140.7889,142.4327,5930127,5930127,1.514,1.074,142.5138,23-Mar-15,-0.017870786
ibm,3/24/2015,142.5711,142.6576,140.9359,141.0225,4346145,4346145,-1.4102,-0.99,141.3626,24-Mar-15,-0.027594667
ibm,3/25/2015,141.0917,141.0917,137.7348,137.7348,5428930,5428930,-3.2876,-2.331,138.5487,25-Mar-15,-0.050264645
ibm,3/26/2015,137.7954,139.5084,137.4839,138.9374,4396024,4396024,1.2026,0.873,138.8875,26-Mar-15,-0.041972247
ibm,3/27/2015,139.1104,139.2056,137.7608,138.773,3477923,3477923,-0.164383,-0.118,138.5062,27-Mar-15,-0.04310585
ibm,3/30/2015,139.5603,141.5416,139.5084,140.737,4138018,4138018,1.9639,1.415,140.7755,30-Mar-15,-0.029563301
ibm,3/31/2015,139.3613,140.4428,138.773,138.8595,4255368,4255368,-1.8774,-1.334,139.5381,31-Mar-15,-0.042509398
ibm,4/1/2015,138.6259,138.9634,137.034,137.7175,3700791,3700791,-1.142,-0.822,137.5779,1-Apr-15,-0.050383935
ibm,4/2/2015,138.0117,140.6245,137.4666,138.8163,4671578,4671578,1.0988,0.798,138.6583,2-Apr-15,-0.042807279
ibm,4/6/2015,138.1588,140.8494,137.304,140.1919,3465682,3465682,1.3756,0.991,139.8092,6-Apr-15,-0.033321979
ibm,4/7/2015,139.8718,141.7492,139.8285,140.2179,3147975,3147975,0.025954,0.019,140.82,7-Apr-15,-0.033142699
ibm,4/8/2015,139.915,141.4983,139.3008,140.0275,2524323,2524323,-0.190338,-0.136,140.2569,8-Apr-15,-0.034455581
ibm,4/9/2015,139.8977,140.5639,139.0499,140.4514,2263490,2263490,0.423934,0.303,139.9898,9-Apr-15,-0.031532625
ibm,4/10/2015,140.4514,141.308,139.5084,140.9013,2515703,2515703,0.449889,0.32,140.7669,10-Apr-15,-0.028430388
ibm,4/13/2015,140.4774,141.8876,140.4688,140.4861,3868911,3868911,-0.415282,-0.295,140.8718,13-Apr-15,-0.031293355
ibm,4/14/2015,140.5207,140.7934,139.1104,140.4168,2719287,2719287,-0.069215,-0.049,140.1466,14-Apr-15,-0.031771205
ibm,4/15/2015,140.7023,142.7182,140.5899,142.0001,3498756,3498756,1.5833,1.128,141.9058,15-Apr-15,-0.020853732
ibm,4/16/2015,141.2907,141.8703,140.6245,141.1349,3136947,3136947,-0.865167,-0.609,141.2281,16-Apr-15,-0.026819625
ibm,4/17/2015,139.941,140.0362,138.4529,139.0066,4314432,4314432,-2.1283,-1.508,139.1334,17-Apr-15,-0.041495086
ibm,4/20/2015,140.2438,144.1717,140.0708,143.7564,9609204,9609204,4.7498,3.417,142.9277,20-Apr-15,-0.008743356
ibm,4/21/2015,143.6785,144.8119,141.9309,142.1126,9683592,9683592,-1.6438,-1.143,142.9325,21-Apr-15,-0.020078001
ibm,4/22/2015,142.225,143.618,140.9273,143.0643,4024789,4024789,0.951686,0.67,142.6295,22-Apr-15,-0.013515657
ibm,4/23/2015,142.9518,148.7311,142.8739,147.2863,8235607,8235607,4.222,2.951,147.0359,23-Apr-15,0.015596686
ibm,4/24/2015,147.2776,147.814,145.9885,146.8883,3888439,3888439,-0.397976,-0.27,146.7506,24-Apr-15,0.01285232
ibm,4/27/2015,147.8486,148.3677,147.3382,147.7102,3168575,3168575,0.82191,0.56,147.8102,27-Apr-15,0.018519642
ibm,4/28/2015,147.7967,151.1363,147.0959,150.4701,5816654,5816654,2.7599,1.868,149.6266,28-Apr-15,0.037550233
ibm,4/29/2015,150.0202,151.5172,149.5011,150.8854,4518381,4518381,0.41528,0.276,150.5119,29-Apr-15,0.040413889
ibm,4/30/2015,150.3403,150.7816,147.3382,148.1947,5062913,5062913,-2.6907,-1.783,148.7206,30-Apr-15,0.021860459
ibm,5/1/2015,149.8472,150.5393,149.1723,150.2538,3312052,3312052,2.0591,1.389,149.9067,1-May-15,0.03605876
ibm,5/4/2015,150.9459,152.5292,150.2798,150.5134,4027978,4027978,0.259549,0.173,151.1443,4-May-15,0.037848803
ibm,5/5/2015,150.1154,150.7383,148.7744,149.7434,3593620,3593620,-0.770001,-0.512,149.7222,5-May-15,0.032539352
ibm,5/6/2015,150.7197,151.7222,147.198,148.2353,3612606,3612606,-1.5081,-1.007,148.2538,6-May-15,0.022140412
ibm,5/7/2015,147.8692,149.9177,147.3549,149.0547,2472687,2472687,0.819416,0.553,149.0134,7-May-15,0.027790496
ibm,5/8/2015,150.7546,151.0945,150.1444,150.5279,3092602,3092602,1.4732,0.988,150.5105,8-May-15,0.037948787
ibm,5/11/2015,150.5018,150.7981,148.9414,149.168,2661030,2661030,-1.3599,-0.903,149.6248,11-May-15,0.028571744
ibm,5/12/2015,148.6712,149.4905,147.1805,148.6712,2962412,2962412,-0.496878,-0.333,148.5477,12-May-15,0.025146113
ibm,5/13/2015,149.2726,150.5802,148.8455,150.1792,2457521,2457521,1.5081,1.014,150.1683,13-May-15,0.035544364
ibm,5/14/2015,151.2427,152.0273,150.9986,151.7222,2439070,2439070,1.5429,1.027,151.5625,14-May-15,0.046183952
ibm,5/15/2015,151.6001,152.036,150.4582,151.0335,2916579,2916579,-0.688656,-0.454,151.0453,15-May-15,0.041435096
ibm,5/18/2015,151.1904,151.234,150.1967,150.8592,1970630,1970630,-0.17434,-0.115,150.8364,18-May-15,0.04023323
ibm,5/19/2015,150.7807,151.4606,149.8741,151.2253,2523002,2523002,0.366118,0.243,150.7491,19-May-15,0.042757633
ibm,5/20/2015,151.0945,152.0621,150.3361,151.4694,2300693,2300693,0.24408,0.161,151.4798,20-May-15,0.044440798
ibm,5/21/2015,151.0858,151.8006,150.8374,151.1032,2295596,2295596,-0.36612,-0.242,151.2532,21-May-15,0.041915705
ibm,5/22/2015,150.8417,151.1468,150.1008,150.1269,2849692,2849692,-0.976321,-0.646,150.4172,22-May-15,0.035183735
ibm,5/26/2015,150.031,150.0397,147.4333,148.305,3854170,3854170,-1.8219,-1.214,148.1184,26-May-15,0.022621021
ibm,5/27/2015,149.2029,150.3536,148.6188,149.9351,2764378,2764378,1.6301,1.099,149.8804,27-May-15,0.033861199
ibm,5/28/2015,149.4557,149.7957,148.767,149.6823,1731372,1731372,-0.252797,-0.169,149.367,28-May-15,0.032118044
ibm,5/29/2015,149.3685,149.3685,147.8866,147.8866,4091981,4091981,-1.7957,-1.2,148.3484,29-May-15,0.019735989
ibm,6/1/2015,148.3748,149.0983,147.3461,148.3486,2985479,2985479,0.46201,0.312,148.3546,1-Jun-15,0.02292166
ibm,6/2/2015,147.8953,148.584,146.8231,147.8866,2571862,2571862,-0.46201,-0.311,147.8143,2-Jun-15,0.019735989
ibm,6/3/2015,148.6276,149.5517,147.8692,148.122,2131031,2131031,0.235362,0.159,148.5429,3-Jun-15,0.021359164
ibm,6/4/2015,147.782,148.7147,146.3873,146.7795,3079334,3079334,-1.3424,-0.906,147.2644,4-Jun-15,0.012102101
ibm,6/5/2015,146.6662,147.2418,145.7509,145.9252,3100505,3100505,-0.85428,-0.582,146.1951,5-Jun-15,0.006211369
ibm,6/8/2015,145.7248,145.8206,143.8506,144.1295,3758726,3758726,-1.7957,-1.231,144.3771,8-Jun-15,-0.006170686
ibm,6/9/2015,144.1295,144.7223,142.4122,144.4259,3395901,3395901,0.296383,0.206,143.9531,9-Jun-15,-0.004126892
ibm,6/10/2015,145.132,147.66,144.7571,147.2503,4680545,4680545,2.8244,1.956,147.0264,10-Jun-15,0.015348452
ibm,6/11/2015,147.5466,148.5753,146.919,147.1282,3464013,3464013,-0.12204,-0.083,147.6204,11-Jun-15,0.014506524
ibm,6/12/2015,146.6488,146.7098,145.3063,145.5678,3065085,3065085,-1.5604,-1.061,145.6896,12-Jun-15,0.003746956
ibm,6/15/2015,144.1208,145.0884,143.1793,144.9315,4245657,4245657,-0.636351,-0.437,144.3139,15-Jun-15,-0.000640582
ibm,6/16/2015,144.9925,145.9252,144.6264,145.4371,3249842,3249842,0.505594,0.349,145.2077,16-Jun-15,0.002845728
ibm,6/17/2015,145.5766,146.3154,144.792,145.7248,2862993,2862993,0.287668,0.198,145.6872,17-Jun-15,0.004829532
ibm,6/18/2015,145.6201,147.0759,145.6201,146.6662,3330864,3330864,0.941452,0.646,146.5224,18-Jun-15,0.011320854
ibm,6/19/2015,146.117,146.8144,145.3761,145.5678,7073984,7073984,-1.0984,-0.749,145.8128,19-Jun-15,0.003746956
ibm,6/22/2015,146.1432,146.7447,145.7509,146.2129,2335796,2335796,0.645072,0.443,146.3023,22-Jun-15,0.008195173
ibm,6/23/2015,146.7795,148.1656,146.0761,146.9887,3701637,3701637,0.775825,0.531,147.1945,23-Jun-15,0.013544617
ibm,6/24/2015,147.0672,147.1805,145.4285,145.5504,3548093,3548093,-1.4383,-0.979,145.9275,24-Jun-15,0.003626976
ibm,6/25/2015,146.2739,146.5616,144.7746,144.7746,2408885,2408885,-0.775826,-0.533,145.2605,25-Jun-15,-0.001722469
ibm,6/26/2015,144.9053,145.4123,144.0336,144.2341,8945985,8945985,-0.540465,-0.373,144.4584,26-Jun-15,-0.005449428
ibm,6/29/2015,142.8917,144.1382,141.9938,142.0635,3314684,3314684,-2.1706,-1.505,142.7423,29-Jun-15,-0.020416564
ibm,6/30/2015,142.9527,142.9614,141.3226,141.7933,3597288,3597288,-0.270234,-0.19,141.9464,30-Jun-15,-0.022279699
ibm,7/1/2015,142.9353,144.3649,142.6127,143.3886,3214547,3214547,1.5952,1.125,143.3984,1-Jul-15,-0.011279481
ibm,7/2/2015,143.8767,144.1121,143.3275,143.9116,2852696,2852696,0.523029,0.365,143.7684,2-Jul-15,-0.007673192
ibm,7/6/2015,142.8132,144.0336,142.543,143.5978,3079833,3079833,-0.313817,-0.218,143.373,6-Jul-15,-0.009836965
ibm,7/7/2015,143.7808,144.1382,141.42,143.8331,3549861,3549861,0.235363,0.164,142.8411,7-Jul-15,-0.00821448
ibm,7/8/2015,142.9614,143.7808,141.8107,142.2292,2776286,2776286,-1.604,-1.115,142.4767,8-Jul-15,-0.019273998
ibm,7/9/2015,144.1295,144.2777,142.6999,142.8307,4199708,4199708,0.601485,0.423,143.4735,9-Jul-15,-0.01512642
ibm,7/10/2015,144.4085,145.9252,144.2821,145.533,4538349,4538349,2.7023,1.892,145.3602,10-Jul-15,0.003506996
ibm,7/13/2015,146.3873,148.0958,146.0299,147.6512,4228963,4228963,2.1183,1.456,147.5995,13-Jul-15,0.018112814
ibm,7/14/2015,147.6948,147.7907,146.6575,146.98,3025263,3025263,-0.671222,-0.455,146.9749,14-Jul-15,0.013484627
ibm,7/15/2015,146.8667,147.5554,146.4483,146.9103,1998004,1998004,-0.069736,-0.047,146.9736,15-Jul-15,0.013004019
ibm,7/16/2015,147.7297,149.1419,147.4595,149.0634,3529874,3529874,2.1531,1.466,148.6979,16-Jul-15,0.027850486
ibm,7/17/2015,148.4794,150.3884,148.2789,150.3797,4356404,4356404,1.3163,0.883,149.5865,17-Jul-15,0.03692689
ibm,7/20/2015,150.6238,151.4868,150.0572,150.9986,7377818,7377818,0.618918,0.412,150.8826,20-Jul-15,0.041194447
ibm,7/21/2015,143.2578,145.0099,141.2354,142.1507,13752277,13752277,-8.8479,-5.86,142.6951,21-Jul-15,-0.019815286
ibm,7/22/2015,141.8543,142.1503,139.213,139.7797,7181841,7181841,-2.3711,-1.668,140.3341,22-Jul-15,-0.036164259
ibm,7/23/2015,139.7099,141.8718,139.3264,140.9826,5034246,5034246,1.203,0.861,140.7611,23-Jul-15,-0.027869793
ibm,7/24/2015,140.5991,141.157,138.9602,139.2566,3778186,3778186,-1.726,-1.224,139.6542,24-Jul-15,-0.039771238
ibm,7/27/2015,138.6028,139.6315,138.2541,138.6639,3706240,3706240,-0.592767,-0.426,138.86,27-Jul-15,-0.043858137
ibm,7/28/2015,139.3961,139.6402,138.167,139.5181,2721040,2721040,0.854281,0.616,139.1715,28-Jul-15,-0.037968094
ibm,7/29/2015,139.4745,140.7821,138.9428,140.4247,3378396,3378396,0.906585,0.65,140.2203,29-Jul-15,-0.031716732
ibm,7/30/2015,139.9104,140.695,139.2566,140.3114,1994665,1994665,-0.113324,-0.081,140.1861,30-Jul-15,-0.03249798
ibm,7/31/2015,140.695,141.2703,140.0237,141.2093,3580226,3580226,0.897868,0.64,140.741,31-Jul-15,-0.026306608
ibm,8/3/2015,140.9565,141.0872,137.6439,138.35,4615682,4615682,-2.8592,-2.025,138.6274,3-Aug-15,-0.0460226
ibm,8/4/2015,138.0798,138.4459,136.7461,137.3824,5260575,5260575,-0.967605,-0.699,137.3534,4-Aug-15,-0.052694581
ibm,8/5/2015,138.69,139.0736,137.2778,137.6439,3472774,3472774,0.261515,0.19,137.9394,5-Aug-15,-0.050891436
ibm,8/6/2015,138.1098,138.4702,137.2748,137.3978,3004796,3004796,-0.246114,-0.179,137.6734,6-Aug-15,-0.052588392
ibm,8/7/2015,137.0199,137.3363,135.6531,136.3431,3794897,3794897,-1.0547,-0.768,136.2263,7-Aug-15,-0.059860961
ibm,8/10/2015,137.7934,138.4044,137.222,137.7758,4613391,4613391,1.4327,1.051,137.8608,10-Aug-15,-0.049981934
ibm,8/11/2015,137.0814,137.1078,136.1146,136.6859,3167111,3167111,-1.0899,-0.791,136.6078,11-Aug-15,-0.057497221
ibm,8/12/2015,135.5872,137.5736,135.3147,137.2572,3624852,3624852,0.571315,0.418,136.3997,12-Aug-15,-0.053557884
ibm,8/13/2015,137.1693,137.1957,135.6374,136.2991,2533378,2533378,-0.958057,-0.698,136.3854,13-Aug-15,-0.060164359
ibm,8/14/2015,136.2376,137.3011,135.8685,136.8968,3226434,3226434,0.59769,0.439,136.8182,14-Aug-15,-0.056042983
ibm,8/17/2015,136.4134,137.723,135.9739,137.389,2249554,2249554,0.492214,0.36,137.0991,17-Aug-15,-0.052649071
ibm,8/18/2015,136.6859,137.5736,136.4574,137.1254,2018337,2018337,-0.263686,-0.192,137.0937,18-Aug-15,-0.054466697
ibm,8/19/2015,136.3695,136.8265,134.8401,135.3059,4205904,4205904,-1.8194,-1.327,135.6229,19-Aug-15,-0.067012861
ibm,8/20/2015,134.2512,135.2796,134.0402,134.1809,4011514,4011514,-1.1251,-0.831,134.5694,20-Aug-15,-0.074770177
ibm,8/21/2015,133.1613,134.6467,130.7002,130.8321,7362116,7362116,-3.3488,-2.496,132.259,21-Aug-15,-0.097861463
ibm,8/24/2015,126.1033,129.874,125.0925,126.1033,10189693,10189693,-4.7288,-3.614,127.4007,24-Aug-15,-0.13046839
ibm,8/25/2015,129.1533,129.3027,123.5983,123.8971,7073209,7073209,-2.2062,-1.749,126.4449,25-Aug-15,-0.145681003
ibm,8/26/2015,126.6482,129.1884,124.9343,128.9423,6221791,6221791,5.0452,4.072,127.3425,26-Aug-15,-0.110892374
ibm,8/27/2015,130.5244,130.9375,128.0282,130.5596,4976632,4976632,1.6173,1.254,129.9495,27-Aug-15,-0.099740457
ibm,8/28/2015,129.8652,130.2607,129.3642,130.0674,4076276,4076276,-0.492211,-0.377,129.855,28-Aug-15,-0.103134369
ibm,8/31/2015,129.54,130.4365,128.5556,129.9883,4093078,4093078,-0.079109,-0.061,129.7724,31-Aug-15,-0.103679795
ibm,9/1/2015,127.369,127.4305,124.6794,125.4089,5272016,5272016,-4.5793,-3.523,125.9334,1-Sep-15,-0.13525655
ibm,9/2/2015,127.3778,127.5184,125.8484,127.492,4252028,4252028,2.0831,1.661,126.7858,2-Sep-15,-0.12089276
ibm,9/3/2015,128.371,130.1113,128.1249,129.0126,3603518,3603518,1.5206,1.193,129.1191,3-Sep-15,-0.110407628
ibm,9/4/2015,127.0701,127.7997,125.9714,126.3055,4201068,4201068,-2.7072,-2.098,126.5252,4-Sep-15,-0.129074142
ibm,9/8/2015,128.204,129.5048,128.0282,129.4082,3933276,3933276,3.1027,2.457,128.8325,8-Sep-15,-0.107679811
ibm,9/9/2015,130.7354,130.9991,127.3162,127.492,3407761,3407761,-1.9161,-1.481,129.0392,9-Sep-15,-0.12089276
ibm,9/10/2015,128.1952,129.3466,127.0174,128.5028,3461658,3461658,1.0108,0.793,128.3803,10-Sep-15,-0.113922898
ibm,9/11/2015,128.2479,129.6455,128.037,129.5312,3115053,3115053,1.0284,0.8,129.0629,11-Sep-15,-0.106831678
ibm,9/14/2015,129.5312,129.5312,127.8085,128.0194,3226747,3226747,-1.5118,-1.167,128.2023,14-Sep-15,-0.117256131
ibm,9/15/2015,128.8544,130.0234,128.1161,129.6718,2717060,2717060,1.6524,1.291,129.2202,15-Sep-15,-0.105862186
ibm,9/16/2015,129.9443,130.8672,129.6806,130.4453,2799233,2799233,0.773479,0.596,130.3649,16-Sep-15,-0.100528601
ibm,9/17/2015,130.1728,131.5616,129.4697,130.208,4002952,4002952,-0.237318,-0.182,130.4308,17-Sep-15,-0.102164877
ibm,9/18/2015,128.371,128.6654,126.5516,127.0174,7975845,7975845,-3.1906,-2.45,127.5684,18-Sep-15,-0.124165313
